id,region,amount,status
9114,west,3013,ok
9115,west,3014,ok
9116,west,3015,review
9117,west,3016,ok
9118,west,3017,ok
9119,west,3018,ok
9120,west,3019,ok
9121,west,3020,review
9122,west,3021,ok
9123,west,3022,ok
9124,west,3023,ok
9125,west,3024,ok
9126,west,3025,review
9127,west,3026,ok
9128,west,3027,ok
9129,west,3028,ok
9130,west,3029,ok
9131,west,3030,review
9132,west,3031,ok
9133,west,3032,ok
9134,west,3033,ok
9135,west,3034,ok
9136,west,3035,review
9137,west,3036,ok
9138,west,3037,ok
9139,west,3038,ok
9140,west,3039,ok
9141,west,3040,review
9142,west,3041,ok
9143,west,3042,ok
9144,west,3043,ok
9145,west,3044,ok
9146,west,3045,review
9147,west,3046,ok
9148,west,3047,ok
9149,west,3048,ok
9150,west,3049,ok
9151,west,3050,review
9152,west,3051,ok
9153,west,3052,ok
9154,west,3053,ok
9155,west,3054,ok
9156,west,3055,review
9157,west,3056,ok
9158,west,3057,ok
9159,west,3058,ok
9160,west,3059,ok
9161,west,3060,review
9162,west,3061,ok
9163,west,3062,ok
9164,west,3063,ok
9165,west,3064,ok
9166,west,3065,review
9167,west,3066,ok
9168,west,3067,ok
9169,west,3068,ok
9170,west,3069,ok
9171,west,3070,review
9172,west,3071,ok
9173,west,3072,ok
9174,west,3073,ok
9175,west,3074,ok
9176,west,3075,review
9177,west,3076,ok
9178,west,3077,ok
9179,west,3078,ok
9180,west,3079,ok
9181,west,3080,review
9182,west,3081,ok
9183,west,3082,ok
9184,west,3083,ok
9185,west,3084,ok
9186,west,3085,review
9187,west,3086,ok
9188,west,3087,ok
9189,west,3088,ok
9190,west,3089,ok
9191,west,3090,review
9192,west,3091,ok
9193,west,3092,ok
9194,west,3093,ok
9195,west,3094,ok
9196,west,3095,review
9197,west,3096,ok
9198,west,3097,ok
9199,west,3098,ok
9200,west,3099,ok
9201,west,3000,review
9202,west,3001,ok
9203,west,3002,ok
9204,west,3003,ok
9205,west,3004,ok
9206,west,3005,review
9207,west,3006,ok
9208,west,3007,ok
9209,west,3008,ok
9210,west,3009,ok
9211,west,3010,review
9212,west,3011,ok
9213,west,3012,ok
9214,west,3013,ok
9215,west,3014,ok
9216,west,3015,review
9217,west,3016,ok
9218,west,3017,ok
9219,west,3018,ok
9220,west,3019,ok
9221,west,3020,review
9222,west,3021,ok
9223,west,3022,ok
9224,west,3023,ok
9225,west,3024,ok
9226,west,3025,review
9227,west,3026,ok
9228,west,3027,ok
9229,west,3028,ok
9230,west,3029,ok
9231,west,3030,review
9232,west,3031,ok
9233,west,3032,ok
9234,west,3033,ok
9235,west,3034,ok
9236,west,3035,review
9237,west,3036,ok
9238,west,3037,ok
9239,west,3038,ok
9240,west,3039,ok
9241,west,3040,review
9242,west,3041,ok
9243,west,3042,ok
9244,west,3043,ok
9245,west,3044,ok
9246,west,3045,review
9247,west,3046,ok
9248,west,3047,ok
9249,west,3048,ok
9250,west,3049,ok
9251,west,3050,review
9252,west,3051,ok
9253,west,3052,ok
9254,west,3053,ok
9255,west,3054,ok
9256,west,3055,review
9257,west,3056,ok
9258,west,3057,ok
9259,west,3058,ok
9260,west,3059,ok
9261,west,3060,review
9262,west,3061,ok
9263,west,3062,ok
9264,west,3063,ok
9265,west,3064,ok
9266,west,3065,review
9267,west,3066,ok
9268,west,3067,ok
9269,west,3068,ok
9270,west,3069,ok
9271,west,3070,review
9272,west,3071,ok
9273,west,3072,ok
9274,west,3073,ok
9275,west,3074,ok
9276,west,3075,review
9277,west,3076,ok
9278,west,3077,ok
9279,west,3078,ok
9280,west,3079,ok
9281,west,3080,review
9282,west,3081,ok
9283,west,3082,ok
9284,west,3083,ok
9285,west,3084,ok
9286,west,3085,review
9287,west,3086,ok
9288,west,3087,ok
9289,west,3088,ok
9290,west,3089,ok
9291,west,3090,review
9292,west,3091,ok
9293,west,3092,ok
9294,west,3093,ok
9295,west,3094,ok
9296,west,3095,review
9297,west,3096,ok
9298,west,3097,ok
9299,west,3098,ok
9300,west,3099,ok
9301,west,3000,review
9302,west,3001,ok
9303,west,3002,ok
9304,west,3003,ok
9305,west,3004,ok
9306,west,3005,review
9307,west,3006,ok
9308,west,3007,ok
9309,west,3008,ok
9310,west,3009,ok
9311,west,3010,review
9312,west,3011,ok
9313,west,3012,ok
9314,west,3013,ok
9315,west,3014,ok
9316,west,3015,review
9317,west,3016,ok
9318,west,3017,ok
9319,west,3018,ok
9320,west,3019,ok
9321,west,3020,review
9322,west,3021,ok
9323,west,3022,ok
9324,west,3023,ok
9325,west,3024,ok
9326,west,3025,review
9327,west,3026,ok
9328,west,3027,ok
9329,west,3028,ok
9330,west,3029,ok
9331,west,3030,review
9332,west,3031,ok
9333,west,3032,ok
9334,west,3033,ok
9335,west,3034,ok
9336,west,3035,review
9337,west,3036,ok
9338,west,3037,ok
9339,west,3038,ok
9340,west,3039,ok
9341,west,3040,review
9342,west,3041,ok
9343,west,3042,ok
9344,west,3043,ok
9345,west,3044,ok
9346,west,3045,review
9347,west,3046,ok
9348,west,3047,ok
9349,west,3048,ok
9350,west,3049,ok
9351,west,3050,review
9352,west,3051,ok
9353,west,3052,ok
9354,west,3053,ok
9355,west,3054,ok
9356,west,3055,review
9357,west,3056,ok
9358,west,3057,ok
9359,west,3058,ok
9360,west,3059,ok
9361,west,3060,review
9362,west,3061,ok
9363,west,3062,ok
9364,west,3063,ok
9365,west,3064,ok
9366,west,3065,review
9367,west,3066,ok
9368,west,3067,ok
9369,west,3068,ok
9370,west,3069,ok
9371,west,3070,review
9372,west,3071,ok
9373,west,3072,ok
9374,west,3073,ok
9375,west,3074,ok
9376,west,3075,review
9377,west,3076,ok
9378,west,3077,ok
9379,west,3078,ok
9380,west,3079,ok
9381,west,3080,review
9382,west,3081,ok
9383,west,3082,ok
9384,west,3083,ok
9385,west,3084,ok
9386,west,3085,review
9387,west,3086,ok
9388,west,3087,ok
9389,west,3088,ok
9390,west,3089,ok
9391,west,3090,review
9392,west,3091,ok
9393,west,3092,ok
9394,west,3093,ok
9395,west,3094,ok
9396,west,3095,review
9397,west,3096,ok
9398,west,3097,ok
9399,west,3098,ok
9400,west,3099,ok
9401,west,3000,review
9402,west,3001,ok
9403,west,3002,ok
9404,west,3003,ok
9405,west,3004,ok
9406,west,3005,review
9407,west,3006,ok
9408,west,3007,ok
9409,west,3008,ok
9410,west,3009,ok
9411,west,3010,review
9412,west,3011,ok
9413,west,3012,ok
9414,west,3013,ok
9415,west,3014,ok
9416,west,3015,review
9417,west,3016,ok
9418,west,3017,ok
9419,west,3018,ok
9420,west,3019,ok
9421,west,3020,review
9422,west,3021,ok
9423,west,3022,ok
9424,west,3023,ok
9425,west,3024,ok
9426,west,3025,review
9427,west,3026,ok
9428,west,3027,ok
9429,west,3028,ok
9430,west,3029,ok
9431,west,3030,review
9432,west,3031,ok
9433,west,3032,ok
9434,west,3033,ok
9435,west,3034,ok
9436,west,3035,review
9437,west,3036,ok
9438,west,3037,ok
9439,west,3038,ok
9440,west,3039,ok
9441,west,3040,review
9442,west,3041,ok
9443,west,3042,ok
9444,west,3043,ok
9445,west,3044,ok
9446,west,3045,review
9447,west,3046,ok
9448,west,3047,ok
9449,west,3048,ok
9450,west,3049,ok
9451,west,3050,review
9452,west,3051,ok
9453,west,3052,ok
9454,west,3053,ok
9455,west,3054,ok
9456,west,3055,review
9457,west,3056,ok
9458,west,3057,ok
9459,west,3058,ok
9460,west,3059,ok
9461,west,3060,review
9462,west,3061,ok
9463,west,3062,ok
9464,west,3063,ok
9465,west,3064,ok
9466,west,3065,review
9467,west,3066,ok
9468,west,3067,ok
9469,west,3068,ok
9470,west,3069,ok
9471,west,3070,review
9472,west,3071,ok
9473,west,3072,ok
9474,west,3073,ok
9475,west,3074,ok
9476,west,3075,review
9477,west,3076,ok
9478,west,3077,ok
9479,west,3078,ok
9480,west,3079,ok
9481,west,3080,review
9482,west,3081,ok
9483,west,3082,ok
9484,west,3083,ok
9485,west,3084,ok
9486,west,3085,review
9487,west,3086,ok
9488,west,3087,ok
9489,west,3088,ok
9490,west,3089,ok
9491,west,3090,review
9492,west,3091,ok
9493,west,3092,ok
9494,west,3093,ok
9495,west,3094,ok
9496,west,3095,review
9497,west,3096,ok
9498,west,3097,ok
9499,west,3098,ok
9500,west,3099,ok
9501,west,3000,review
9502,west,3001,ok
9503,west,3002,ok
9504,west,3003,ok
9505,west,3004,ok
9506,west,3005,review
9507,west,3006,ok
9508,west,3007,ok
9509,west,3008,ok
9510,west,3009,ok
9511,west,3010,review
9512,west,3011,ok
9513,west,3012,ok
9514,west,3013,ok
9515,west,3014,ok
9516,west,3015,review
9517,west,3016,ok
9518,west,3017,ok
9519,west,3018,ok
9520,west,3019,ok
9521,west,3020,review
9522,west,3021,ok
9523,west,3022,ok
9524,west,3023,ok
9525,west,3024,ok
9526,west,3025,review
9527,west,3026,ok
9528,west,3027,ok
9529,west,3028,ok
9530,west,3029,ok
9531,west,3030,review
9532,west,3031,ok
9533,west,3032,ok
9534,west,3033,ok
9535,west,3034,ok
9536,west,3035,review
9537,west,3036,ok
9538,west,3037,ok
9539,west,3038,ok
9540,west,3039,ok
9541,west,3040,review
9542,west,3041,ok
9543,west,3042,ok
9544,west,3043,ok
9545,west,3044,ok
9546,west,3045,review
9547,west,3046,ok
9548,west,3047,ok
9549,west,3048,ok
9550,west,3049,ok
9551,west,3050,review
9552,west,3051,ok
9553,west,3052,ok
9554,west,3053,ok
9555,west,3054,ok
9556,west,3055,review
9557,west,3056,ok
9558,west,3057,ok
9559,west,3058,ok
9560,west,3059,ok
9561,west,3060,review
9562,west,3061,ok
9563,west,3062,ok
9564,west,3063,ok
9565,west,3064,ok
9566,west,3065,review
9567,west,3066,ok
9568,west,3067,ok
9569,west,3068,ok
9570,west,3069,ok
9571,west,3070,review
9572,west,3071,ok
9573,west,3072,ok
9574,west,3073,ok
9575,west,3074,ok
9576,west,3075,review
9577,west,3076,ok
9578,west,3077,ok
9579,west,3078,ok
9580,west,3079,ok
9581,west,3080,review
9582,west,3081,ok
9583,west,3082,ok
9584,west,3083,ok
9585,west,3084,ok
9586,west,3085,review
9587,west,3086,ok
9588,west,3087,ok
9589,west,3088,ok
9590,west,3089,ok
9591,west,3090,review
9592,west,3091,ok
9593,west,3092,ok
9594,west,3093,ok
9595,west,3094,ok
9596,west,3095,review
9597,west,3096,ok
9598,west,3097,ok
9599,west,3098,ok
9600,west,3099,ok
9601,west,3000,review
9602,west,3001,ok
9603,west,3002,ok
9604,west,3003,ok
9605,west,3004,ok
9606,west,3005,review
9607,west,3006,ok
9608,west,3007,ok
9609,west,3008,ok
9610,west,3009,ok
9611,west,3010,review
9612,west,3011,ok
9613,west,3012,ok
9614,west,3013,ok
9615,west,3014,ok
9616,west,3015,review
9617,west,3016,ok
9618,west,3017,ok
9619,west,3018,ok
9620,west,3019,ok
9621,west,3020,review
9622,west,3021,ok
9623,west,3022,ok
9624,west,3023,ok
9625,west,3024,ok
9626,west,3025,review
9627,west,3026,ok
9628,west,3027,ok
9629,west,3028,ok
9630,west,3029,ok
9631,west,3030,review
9632,west,3031,ok
9633,west,3032,ok
9634,west,3033,ok
9635,west,3034,ok
9636,west,3035,review
9637,west,3036,ok
9638,west,3037,ok
9639,west,3038,ok
9640,west,3039,ok
9641,west,3040,review
9642,west,3041,ok
9643,west,3042,ok
9644,west,3043,ok
9645,west,3044,ok
9646,west,3045,review
9647,west,3046,ok
9648,west,3047,ok
9649,west,3048,ok
9650,west,3049,ok
9651,west,3050,review
9652,west,3051,ok
9653,west,3052,ok
9654,west,3053,ok
9655,west,3054,ok
9656,west,3055,review
9657,west,3056,ok
9658,west,3057,ok
9659,west,3058,ok
9660,west,3059,ok
9661,west,3060,review
9662,west,3061,ok
9663,west,3062,ok
9664,west,3063,ok
9665,west,3064,ok
9666,west,3065,review
9667,west,3066,ok
9668,west,3067,ok
9669,west,3068,ok
9670,west,3069,ok
9671,west,3070,review
9672,west,3071,ok
9673,west,3072,ok
9674,west,3073,ok
9675,west,3074,ok
9676,west,3075,review
9677,west,3076,ok
9678,west,3077,ok
9679,west,3078,ok
9680,west,3079,ok
9681,west,3080,review
9682,west,3081,ok
9683,west,3082,ok
9684,west,3083,ok
9685,west,3084,ok
9686,west,3085,review
9687,west,3086,ok
9688,west,3087,ok
9689,west,3088,ok
9690,west,3089,ok
9691,west,3090,review
9692,west,3091,ok
9693,west,3092,ok
9694,west,3093,ok
9695,west,3094,ok
9696,west,3095,review
9697,west,3096,ok
9698,west,3097,ok
9699,west,3098,ok
9700,west,3099,ok
9701,west,3000,review
9702,west,3001,ok
9703,west,3002,ok
9704,west,3003,ok
9705,west,3004,ok
9706,west,3005,review
9707,west,3006,ok
9708,west,3007,ok
9709,west,3008,ok
9710,west,3009,ok
9711,west,3010,review
9712,west,3011,ok
9713,west,3012,ok
9714,west,3013,ok
9715,west,3014,ok
9716,west,3015,review
9717,west,3016,ok
9718,west,3017,ok
9719,west,3018,ok
9720,west,3019,ok
9721,west,3020,review
9722,west,3021,ok
9723,west,3022,ok
9724,west,3023,ok
9725,west,3024,ok
9726,west,3025,review
9727,west,3026,ok
9728,west,3027,ok
9729,west,3028,ok
9730,west,3029,ok
9731,west,3030,review
9732,west,3031,ok
9733,west,3032,ok
9734,west,3033,ok
9735,west,3034,ok
9736,west,3035,review
9737,west,3036,ok
9738,west,3037,ok
9739,west,3038,ok
9740,west,3039,ok
9741,west,3040,review
9742,west,3041,ok
9743,west,3042,ok
9744,west,3043,ok
9745,west,3044,ok
9746,west,3045,review
9747,west,3046,ok
9748,west,3047,ok
9749,west,3048,ok
9750,west,3049,ok
9751,west,3050,review
9752,west,3051,ok
9753,west,3052,ok
9754,west,3053,ok
9755,west,3054,ok
9756,west,3055,review
9757,west,3056,ok
9758,west,3057,ok
9759,west,3058,ok
9760,west,3059,ok
9761,west,3060,review
9762,west,3061,ok
9763,west,3062,ok
9764,west,3063,ok
9765,west,3064,ok
9766,west,3065,review
9767,west,3066,ok
9768,west,3067,ok
9769,west,3068,ok
9770,west,3069,ok
9771,west,3070,review
9772,west,3071,ok
9773,west,3072,ok
9774,west,3073,ok
9775,west,3074,ok
9776,west,3075,review
9777,west,3076,ok
9778,west,3077,ok
9779,west,3078,ok
9780,west,3079,ok
9781,west,3080,review
9782,west,3081,ok
9783,west,3082,ok
9784,west,3083,ok
9785,west,3084,ok
9786,west,3085,review
9787,west,3086,ok
9788,west,3087,ok
9789,west,3088,ok
9790,west,3089,ok
9791,west,3090,review
9792,west,3091,ok
9793,west,3092,ok
9794,west,3093,ok
9795,west,3094,ok
9796,west,3095,review
9797,west,3096,ok
9798,west,3097,ok
9799,west,3098,ok
9800,west,3099,ok
9801,west,3000,review
9802,west,3001,ok
9803,west,3002,ok
9804,west,3003,ok
9805,west,3004,ok
9806,west,3005,review
9807,west,3006,ok
9808,west,3007,ok
9809,west,3008,ok
9810,west,3009,ok
9811,west,3010,review
9812,west,3011,ok
9813,west,3012,ok
9814,west,3013,ok
9815,west,3014,ok
9816,west,3015,review
9817,west,3016,ok
9818,west,3017,ok
9819,west,3018,ok
9820,west,3019,ok
9821,west,3020,review
9822,west,3021,ok
9823,west,3022,ok
9824,west,3023,ok
9825,west,3024,ok
9826,west,3025,review
9827,west,3026,ok
9828,west,3027,ok
9829,west,3028,ok
9830,west,3029,ok
9831,west,3030,review
9832,west,3031,ok
9833,west,3032,ok
9834,west,3033,ok
9835,west,3034,ok
9836,west,3035,review
9837,west,3036,ok
9838,west,3037,ok
9839,west,3038,ok
9840,west,3039,ok
9841,west,3040,review
9842,west,3041,ok
9843,west,3042,ok
9844,west,3043,ok
9845,west,3044,ok
9846,west,3045,review
9847,west,3046,ok
9848,west,3047,ok
9849,west,3048,ok
9850,west,3049,ok
9851,west,3050,review
9852,west,3051,ok
9853,west,3052,ok
9854,west,3053,ok
9855,west,3054,ok
9856,west,3055,review
9857,west,3056,ok
9858,west,3057,ok
9859,west,3058,ok
9860,west,3059,ok
9861,west,3060,review
9862,west,3061,ok
9863,west,3062,ok
9864,west,3063,ok
9865,west,3064,ok
9866,west,3065,review
9867,west,3066,ok
9868,west,3067,ok
9869,west,3068,ok
9870,west,3069,ok
9871,west,3070,review
9872,west,3071,ok
9873,west,3072,ok
9874,west,3073,ok
9875,west,3074,ok
9876,west,3075,review
9877,west,3076,ok
9878,west,3077,ok
9879,west,3078,ok
9880,west,3079,ok
9881,west,3080,review
9882,west,3081,ok
9883,west,3082,ok
9884,west,3083,ok
9885,west,3084,ok
9886,west,3085,review
9887,west,3086,ok
9888,west,3087,ok
9889,west,3088,ok
9890,west,3089,ok
9891,west,3090,review
9892,west,3091,ok
9893,west,3092,ok
9894,west,3093,ok
9895,west,3094,ok
9896,west,3095,review
9897,west,3096,ok
9898,west,3097,ok
9899,west,3098,ok
9900,west,3099,ok
9901,west,3000,review
9902,west,3001,ok
9903,west,3002,ok
9904,west,3003,ok
9905,west,3004,ok
9906,west,3005,review
9907,west,3006,ok
9908,west,3007,ok
9909,west,3008,ok
9910,west,3009,ok
9911,west,3010,review
9912,west,3011,ok
9913,west,3012,ok
9914,west,3013,ok
9915,west,3014,ok
9916,west,3015,review
9917,west,3016,ok
9918,west,3017,ok
9919,west,3018,ok
9920,west,3019,ok
9921,west,3020,review
9922,west,3021,ok
9923,west,3022,ok
9924,west,3023,ok
9925,west,3024,ok
9926,west,3025,review
9927,west,3026,ok
9928,west,3027,ok
9929,west,3028,ok
9930,west,3029,ok
9931,west,3030,review
9932,west,3031,ok
9933,west,3032,ok
9934,west,3033,ok
9935,west,3034,ok
9936,west,3035,review
9937,west,3036,ok
9938,west,3037,ok
9939,west,3038,ok
9940,west,3039,ok
9941,west,3040,review
9942,west,3041,ok
9943,west,3042,ok
9944,west,3043,ok
9945,west,3044,ok
9946,west,3045,review
9947,west,3046,ok
9948,west,3047,ok
9949,west,3048,ok
9950,west,3049,ok
9951,west,3050,review
9952,west,3051,ok
9953,west,3052,ok
9954,west,3053,ok
9955,west,3054,ok
9956,west,3055,review
9957,west,3056,ok
9958,west,3057,ok
9959,west,3058,ok
9960,west,3059,ok
9961,west,3060,review
9962,west,3061,ok
9963,west,3062,ok
9964,west,3063,ok
9965,west,3064,ok
9966,west,3065,review
9967,west,3066,ok
9968,west,3067,ok
9969,west,3068,ok
9970,west,3069,ok
9971,west,3070,review
9972,west,3071,ok
9973,west,3072,ok
9974,west,3073,ok
9975,west,3074,ok
9976,west,3075,review
9977,west,3076,ok
9978,west,3077,ok
9979,west,3078,ok
9980,west,3079,ok
9981,west,3080,review
9982,west,3081,ok
9983,west,3082,ok
9984,west,3083,ok
9985,west,3084,ok
9986,west,3085,review
9987,west,3086,ok
9988,west,3087,ok
9989,west,3088,ok
9990,west,3089,ok
9991,west,3090,review
9992,west,3091,ok
9993,west,3092,ok
9994,west,3093,ok
9995,west,3094,ok
9996,west,3095,review
9997,west,3096,ok
9998,west,3097,ok
9999,west,3098,ok
10000,west,3099,ok
10001,west,3000,review
10002,west,3001,ok
10003,west,3002,ok
10004,west,3003,ok
10005,west,3004,ok
10006,west,3005,review
10007,west,3006,ok
10008,west,3007,ok
10009,west,3008,ok
10010,west,3009,ok
10011,west,3010,review
10012,west,3011,ok
10013,west,3012,ok
10014,west,3013,ok
10015,west,3014,ok
10016,west,3015,review
10017,west,3016,ok
10018,west,3017,ok
10019,west,3018,ok
10020,west,3019,ok
10021,west,3020,review
10022,west,3021,ok
10023,west,3022,ok
10024,west,3023,ok
10025,west,3024,ok
10026,west,3025,review
10027,west,3026,ok
10028,west,3027,ok
10029,west,3028,ok
10030,west,3029,ok
10031,west,3030,review
10032,west,3031,ok
10033,west,3032,ok
10034,west,3033,ok
10035,west,3034,ok
10036,west,3035,review
10037,west,3036,ok
10038,west,3037,ok
10039,west,3038,ok
10040,west,3039,ok
10041,west,3040,review
10042,west,3041,ok
10043,west,3042,ok
10044,west,3043,ok
10045,west,3044,ok
10046,west,3045,review
10047,west,3046,ok
10048,west,3047,ok
10049,west,3048,ok
10050,west,3049,ok
10051,west,3050,review
10052,west,3051,ok
10053,west,3052,ok
10054,west,3053,ok
10055,west,3054,ok
10056,west,3055,review
10057,west,3056,ok
10058,west,3057,ok
10059,west,3058,ok
10060,west,3059,ok
10061,west,3060,review
10062,west,3061,ok
10063,west,3062,ok
10064,west,3063,ok
10065,west,3064,ok
10066,west,3065,review
10067,west,3066,ok
10068,west,3067,ok
10069,west,3068,ok
10070,west,3069,ok
10071,west,3070,review
10072,west,3071,ok
10073,west,3072,ok
10074,west,3073,ok
10075,west,3074,ok
10076,west,3075,review
10077,west,3076,ok
10078,west,3077,ok
10079,west,3078,ok
10080,west,3079,ok
10081,west,3080,review
10082,west,3081,ok
10083,west,3082,ok
10084,west,3083,ok
10085,west,3084,ok
10086,west,3085,review
10087,west,3086,ok
10088,west,3087,ok
10089,west,3088,ok
10090,west,3089,ok
10091,west,3090,review
10092,west,3091,ok
10093,west,3092,ok
10094,west,3093,ok
10095,west,3094,ok
10096,west,3095,review
10097,west,3096,ok
10098,west,3097,ok
10099,west,3098,ok
10100,west,3099,ok
10101,west,3000,review
10102,west,3001,ok
10103,west,3002,ok
10104,west,3003,ok
10105,west,3004,ok
10106,west,3005,review
10107,west,3006,ok
10108,west,3007,ok
10109,west,3008,ok
10110,west,3009,ok
10111,west,3010,review
10112,west,3011,ok
10113,west,3012,ok
10114,west,3013,ok
10115,west,3014,ok
10116,west,3015,review
10117,west,3016,ok
10118,west,3017,ok
10119,west,3018,ok
10120,west,3019,ok
10121,west,3020,review
10122,west,3021,ok
10123,west,3022,ok
10124,west,3023,ok
10125,west,3024,ok
10126,west,3025,review
10127,west,3026,ok
10128,west,3027,ok
10129,west,3028,ok
10130,west,3029,ok
10131,west,3030,review
10132,west,3031,ok
10133,west,3032,ok
10134,west,3033,ok
10135,west,3034,ok
10136,west,3035,review
10137,west,3036,ok
10138,west,3037,ok
10139,west,3038,ok
10140,west,3039,ok
10141,west,3040,review
10142,west,3041,ok
10143,west,3042,ok
10144,west,3043,ok
10145,west,3044,ok
10146,west,3045,review
10147,west,3046,ok
10148,west,3047,ok
10149,west,3048,ok
10150,west,3049,ok
10151,west,3050,review
10152,west,3051,ok
10153,west,3052,ok
10154,west,3053,ok
10155,west,3054,ok
10156,west,3055,review
10157,west,3056,ok
10158,west,3057,ok
10159,west,3058,ok
10160,west,3059,ok
10161,west,3060,review
10162,west,3061,ok
10163,west,3062,ok
10164,west,3063,ok
10165,west,3064,ok
10166,west,3065,review
10167,west,3066,ok
10168,west,3067,ok
10169,west,3068,ok
10170,west,3069,ok
10171,west,3070,review
10172,west,3071,ok
10173,west,3072,ok
10174,west,3073,ok
10175,west,3074,ok
10176,west,3075,review
10177,west,3076,ok
10178,west,3077,ok
10179,west,3078,ok
10180,west,3079,ok
10181,west,3080,review
10182,west,3081,ok
10183,west,3082,ok
10184,west,3083,ok
10185,west,3084,ok
10186,west,3085,review
10187,west,3086,ok
10188,west,3087,ok
10189,west,3088,ok
10190,west,3089,ok
10191,west,3090,review
10192,west,3091,ok
10193,west,3092,ok
10194,west,3093,ok
10195,west,3094,ok
10196,west,3095,review
10197,west,3096,ok
10198,west,3097,ok
10199,west,3098,ok
10200,west,3099,ok
10201,west,3000,review
10202,west,3001,ok
10203,west,3002,ok
10204,west,3003,ok
10205,west,3004,ok
10206,west,3005,review
10207,west,3006,ok
10208,west,3007,ok
10209,west,3008,ok
10210,west,3009,ok
10211,west,3010,review
10212,west,3011,ok
10213,west,3012,ok
10214,west,3013,ok
10215,west,3014,ok
10216,west,3015,review
10217,west,3016,ok
10218,west,3017,ok
10219,west,3018,ok
10220,west,3019,ok
10221,west,3020,review
10222,west,3021,ok
10223,west,3022,ok
10224,west,3023,ok
10225,west,3024,ok
10226,west,3025,review
10227,west,3026,ok
10228,west,3027,ok
10229,west,3028,ok
10230,west,3029,ok
10231,west,3030,review
10232,west,3031,ok
10233,west,3032,ok
10234,west,3033,ok
10235,west,3034,ok
10236,west,3035,review
10237,west,3036,ok
10238,west,3037,ok
10239,west,3038,ok
10240,west,3039,ok
10241,west,3040,review
10242,west,3041,ok
10243,west,3042,ok
10244,west,3043,ok
10245,west,3044,ok
10246,west,3045,review
10247,west,3046,ok
10248,west,3047,ok
10249,west,3048,ok
10250,west,3049,ok
10251,west,3050,review
10252,west,3051,ok
10253,west,3052,ok
10254,west,3053,ok
10255,west,3054,ok
10256,west,3055,review
10257,west,3056,ok
10258,west,3057,ok
10259,west,3058,ok
10260,west,3059,ok
10261,west,3060,review
10262,west,3061,ok
10263,west,3062,ok
10264,west,3063,ok
10265,west,3064,ok
10266,west,3065,review
10267,west,3066,ok
10268,west,3067,ok
10269,west,3068,ok
10270,west,3069,ok
10271,west,3070,review
10272,west,3071,ok
10273,west,3072,ok
10274,west,3073,ok
10275,west,3074,ok
10276,west,3075,review
10277,west,3076,ok
10278,west,3077,ok
10279,west,3078,ok
10280,west,3079,ok
10281,west,3080,review
10282,west,3081,ok
10283,west,3082,ok
10284,west,3083,ok
10285,west,3084,ok
10286,west,3085,review
10287,west,3086,ok
10288,west,3087,ok
10289,west,3088,ok
10290,west,3089,ok
10291,west,3090,review
10292,west,3091,ok
10293,west,3092,ok
10294,west,3093,ok
10295,west,3094,ok
10296,west,3095,review
10297,west,3096,ok
10298,west,3097,ok
10299,west,3098,ok
10300,west,3099,ok
10301,west,3000,review
10302,west,3001,ok
10303,west,3002,ok
10304,west,3003,ok
10305,west,3004,ok
10306,west,3005,review
10307,west,3006,ok
10308,west,3007,ok
10309,west,3008,ok
10310,west,3009,ok
10311,west,3010,review
10312,west,3011,ok
10313,west,3012,ok
10314,west,3013,ok
10315,west,3014,ok
10316,west,3015,review
10317,west,3016,ok
10318,west,3017,ok
10319,west,3018,ok
10320,west,3019,ok
10321,west,3020,review
10322,west,3021,ok
10323,west,3022,ok
10324,west,3023,ok
10325,west,3024,ok
10326,west,3025,review
10327,west,3026,ok
10328,west,3027,ok
10329,west,3028,ok
10330,west,3029,ok
10331,west,3030,review
10332,west,3031,ok
10333,west,3032,ok
10334,west,3033,ok
10335,west,3034,ok
10336,west,3035,review
10337,west,3036,ok
10338,west,3037,ok
10339,west,3038,ok
10340,west,3039,ok
10341,west,3040,review
10342,west,3041,ok
10343,west,3042,ok
10344,west,3043,ok
10345,west,3044,ok
10346,west,3045,review
10347,west,3046,ok
10348,west,3047,ok
10349,west,3048,ok
10350,west,3049,ok
10351,west,3050,review
10352,west,3051,ok
10353,west,3052,ok
10354,west,3053,ok
10355,west,3054,ok
10356,west,3055,review
10357,west,3056,ok
10358,west,3057,ok
10359,west,3058,ok
10360,west,3059,ok
10361,west,3060,review
10362,west,3061,ok
10363,west,3062,ok
10364,west,3063,ok
10365,west,3064,ok
10366,west,3065,review
10367,west,3066,ok
10368,west,3067,ok
10369,west,3068,ok
10370,west,3069,ok
10371,west,3070,review
10372,west,3071,ok
10373,west,3072,ok
10374,west,3073,ok
10375,west,3074,ok
10376,west,3075,review
10377,west,3076,ok
10378,west,3077,ok
10379,west,3078,ok
10380,west,3079,ok
10381,west,3080,review
10382,west,3081,ok
10383,west,3082,ok
10384,west,3083,ok
10385,west,3084,ok
10386,west,3085,review
10387,west,3086,ok
10388,west,3087,ok
10389,west,3088,ok
10390,west,3089,ok
10391,west,3090,review
10392,west,3091,ok
10393,west,3092,ok
10394,west,3093,ok
10395,west,3094,ok
10396,west,3095,review
10397,west,3096,ok
10398,west,3097,ok
10399,west,3098,ok
10400,west,3099,ok
10401,west,3000,review
10402,west,3001,ok
10403,west,3002,ok
10404,west,3003,ok
10405,west,3004,ok
10406,west,3005,review
10407,west,3006,ok
10408,west,3007,ok
